Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"DCTPP1","DCTP Pyrophosphatase 1","Protein Coding","Q9H773","43","GC16M045772","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTPP1"
"DDX31","DEAD-Box Helicase 31","Protein Coding","Q9H8H2","43","GC09M132594","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX31"
"DISP2","Dispatched RND Transporter Family Member 2","Protein Coding","A7MBM2","43","GC15P040358","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DISP2"
"DMRT3","Doublesex And Mab-3 Related Transcription Factor 3","Protein Coding","Q9NQL9","43","GC09P000976","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMRT3"
"DNAJC14","DnaJ Heat Shock Protein Family (Hsp40) Member C14","Protein Coding","Q6Y2X3","43","GC12M055820","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC14"
"DYNLT5","Dynein Light Chain Tctex-Type Family Member 5","Protein Coding","Q8N7M0","43","GC01P066802","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNLT5"
"EVI5L","Ecotropic Viral Integration Site 5 Like","Protein Coding","Q96CN4","43","GC19P007830","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EVI5L"
"EXD2","Exonuclease 3'-5' Domain Containing 2","Protein Coding","Q9NVH0","43","GC14P069191","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXD2"
"FAM186B","Family With Sequence Similarity 186 Member B","Protein Coding","Q8IYM0","43","GC12M049582","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM186B"
"FAM193B","Family With Sequence Similarity 193 Member B","Protein Coding","Q96PV7","43","GC05M177519","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM193B"
"FAM234A","Family With Sequence Similarity 234 Member A","Protein Coding","Q9H0X4","43","GC16P103976","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM234A"
"FAM234B","Family With Sequence Similarity 234 Member B","Protein Coding","A2RU67","43","GC12P047034","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM234B"
"FBXO33","F-Box Protein 33","Protein Coding","Q7Z6M2","43","GC14M039396","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO33"
"FERRY3","FERRY Endosomal RAB5 Effector Complex Subunit 3","Protein Coding","Q9NQ89","43","GC12M033516","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FERRY3"
"FKBP7","FKBP Prolyl Isomerase 7","Protein Coding","Q9Y680","43","GC02M178463","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP7"
"FMNL3","Formin Like 3","Protein Coding","Q8IVF7","43","GC12M049636","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FMNL3"
"FN3KRP","Fructosamine 3 Kinase Related Protein","Protein Coding","Q9HA64","43","GC17P082716","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN3KRP"
"FNBP4","Formin Binding Protein 4","Protein Coding","Q8N3X1","43","GC11M132477","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNBP4"
"FOXK1","Forkhead Box K1","Protein Coding","P85037","43","GC07P004682","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXK1"
"GBP6","Guanylate Binding Protein Family Member 6","Protein Coding","Q6ZN66","43","GC01P089363","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBP6"
"GGNBP2","Gametogenetin Binding Protein 2","Protein Coding","Q9H3C7","43","GC17P036544","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGNBP2"
"GMEB2","Glucocorticoid Modulatory Element Binding Protein 2","Protein Coding","Q9UKD1","43","GC20M063587","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMEB2"
"GNG4","G Protein Subunit Gamma 4","Protein Coding","P50150","43","GC01M235547","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG4"
"GPR27","G Protein-Coupled Receptor 27","Protein Coding","Q9NS67","43","GC03P071757","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR27"
"GPSM3","G Protein Signaling Modulator 3","Protein Coding","Q9Y4H4","43","GC06M100333","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPSM3"
"HOOK2","Hook Microtubule Tethering Protein 2","Protein Coding","Q96ED9","43","GC19M100380","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOOK2"
"HORMAD2","HORMA Domain Containing 2","Protein Coding","Q8N7B1","43","GC22P081227","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HORMAD2"
"INTS10","Integrator Complex Subunit 10","Protein Coding","Q9NVR2","43","GC08P019817","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS10"
"IP6K3","Inositol Hexakisphosphate Kinase 3","Protein Coding","Q96PC2","43","GC06M033721","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IP6K3"
"IRF2BP1","Interferon Regulatory Factor 2 Binding Protein 1","Protein Coding","Q8IU81","43","GC19M101149","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF2BP1"
"KBTBD4","Kelch Repeat And BTB Domain Containing 4","Protein Coding","Q9NVX7","43","GC11M132473","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KBTBD4"
"KCTD10","Potassium Channel Tetramerization Domain Containing 10","Protein Coding","Q9H3F6","43","GC12M109448","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD10"
"KIF3C","Kinesin Family Member 3C","Protein Coding","O14782","43","GC02M025926","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF3C"
"KIF9","Kinesin Family Member 9","Protein Coding","Q9HAQ2","43","GC03M047228","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF9"
"KLHL42","Kelch Like Family Member 42","Protein Coding","Q9P2K6","43","GC12P027780","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL42"
"LGSN","Lengsin, Lens Protein With Glutamine Synthetase Domain","Protein Coding","Q5TDP6","43","GC06M063275","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGSN"
"LHFPL3","LHFPL Tetraspan Subfamily Member 3","Protein Coding","Q86UP9","43","GC07P104328","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LHFPL3"
"LMF2","Lipase Maturation Factor 2","Protein Coding","Q9BU23","43","GC22M050502","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMF2"
"LRRN2","Leucine Rich Repeat Neuronal 2","Protein Coding","O75325","43","GC01M204617","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRN2"
"MALSU1","Mitochondrial Assembly Of Ribosomal Large Subunit 1","Protein Coding","Q96EH3","43","GC07P024384","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MALSU1"
"MARF1","Meiosis Regulator And MRNA Stability Factor 1","Protein Coding","Q9Y4F3","43","GC16M015594","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARF1"
"MARVELD3","MARVEL Domain Containing 3","Protein Coding","Q96A59","43","GC16P071626","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARVELD3"
"MED9","Mediator Complex Subunit 9","Protein Coding","Q9NWA0","43","GC17P017476","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED9"
"MFSD10","Major Facilitator Superfamily Domain Containing 10","Protein Coding","Q14728","43","GC04M005739","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD10"
"MRPL52","Mitochondrial Ribosomal Protein L52","Protein Coding","Q86TS9","43","GC14P022829","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL52"
"MRPS35","Mitochondrial Ribosomal Protein S35","Protein Coding","P82673","43","GC12P027710","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS35"
"MTFP1","Mitochondrial Fission Process 1","Protein Coding","Q9UDX5","43","GC22P081241","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTFP1"
"MYEOV","Myeloma Overexpressed","Protein Coding","Q96EZ4","43","GC11P099228","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYEOV"
"NANOS2","Nanos C2HC-Type Zinc Finger 2","Protein Coding","P60321","43","GC19M045913","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NANOS2"
"NUDCD1","NudC Domain Containing 1","Protein Coding","Q96RS6","43","GC08M109240","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDCD1"
"NYNRIN","NYN Domain And Retroviral Integrase Containing","Protein Coding","Q9P2P1","43","GC14P051723","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NYNRIN"
"OARD1","O-Acyl-ADP-Ribose Deacylase 1","Protein Coding","Q9Y530","43","GC06M100494","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OARD1"
"OCIAD1","OCIA Domain Containing 1","Protein Coding","Q9NX40","43","GC04P048805","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCIAD1"
"OCIAD2","OCIA Domain Containing 2","Protein Coding","Q56VL3","43","GC04M048887","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCIAD2"
"OGFOD1","2-Oxoglutarate And Iron Dependent Oxygenase Domain Containing 1","Protein Coding","Q8N543","43","GC16P105562","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGFOD1"
"OR51E2","Olfactory Receptor Family 51 Subfamily E Member 2","Protein Coding","Q9H255","43","GC11M004680","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR51E2"
"ORMDL2","ORMDL Sphingolipid Biosynthesis Regulator 2","Protein Coding","Q53FV1","43","GC12P065345","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ORMDL2"
"OTOL1","Otolin 1","Protein Coding","A6NHN0","43","GC03P161496","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTOL1"
"OTUD3","OTU Deubiquitinase 3","Protein Coding","Q5T2D3","43","GC01P060807","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD3"
"PAQR5","Progestin And AdipoQ Receptor Family Member 5","Protein Coding","Q9NXK6","43","GC15P069298","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAQR5"
"PBX4","PBX Homeobox 4","Protein Coding","Q9BYU1","43","GC19M019561","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBX4"
"PCGF3","Polycomb Group Ring Finger 3","Protein Coding","Q3KNV8","43","GC04P005423","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCGF3"
"PDZRN4","PDZ Domain Containing Ring Finger 4","Protein Coding","Q6ZMN7","43","GC12P041188","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZRN4"
"PHACTR4","Phosphatase And Actin Regulator 4","Protein Coding","Q8IZ21","43","GC01P028369","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHACTR4"
"PHETA1","PH Domain Containing Endocytic Trafficking Adaptor 1","Protein Coding","Q8N4B1","43","GC12M111901","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHETA1"
"PHTF2","Putative Homeodomain Transcription Factor 2","Protein Coding","Q8N3S3","43","GC07P077798","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHTF2"
"PLA2G2F","Phospholipase A2 Group IIF","Protein Coding","Q9BZM2","43","GC01P020139","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2F"
"PLPP6","Phospholipid Phosphatase 6","Protein Coding","Q8IY26","43","GC09P004663","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLPP6"
"PRR12","Proline Rich 12","Protein Coding","Q9ULL5","43","GC19P049591","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR12"
"PRSS55","Serine Protease 55","Protein Coding","Q6UWB4","43","GC08P010525","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS55"
"RBM47","RNA Binding Motif Protein 47","Protein Coding","A0AV96","43","GC04M040554","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM47"
"RETREG3","Reticulophagy Regulator Family Member 3","Protein Coding","Q86VR2","43","GC17M089373","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETREG3"
"RNASEK","Ribonuclease K","Protein Coding","Q6P5S7","43","GC17P007012","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEK"
"RNF138","Ring Finger Protein 138","Protein Coding","Q8WVD3","43","GC18P032091","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF138"
"RPAIN","RPA Interacting Protein","Protein Coding","Q86UA6","43","GC17P005419","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPAIN"
"SAT2","Spermidine/Spermine N1-Acetyltransferase Family Member 2","Protein Coding","Q96F10","43","GC17M007626","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAT2"
"SAXO1","Stabilizer Of Axonemal Microtubules 1","Protein Coding","Q8IYX7","43","GC09M018858","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAXO1"
"SCAMP4","Secretory Carrier Membrane Protein 4","Protein Coding","Q969E2","43","GC19P001905","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAMP4"
"SCRN2","Secernin 2","Protein Coding","Q96FV2","43","GC17M047837","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCRN2"
"SEC14L4","SEC14 Like Lipid Binding 4","Protein Coding","Q9UDX3","43","GC22M030488","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC14L4"
"SEC22A","SEC22 Homolog A, Vesicle Trafficking Protein","Protein Coding","Q96IW7","43","GC03P123201","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC22A"
"SEC61A2","SEC61 Translocon Subunit Alpha 2","Protein Coding","Q9H9S3","43","GC10P012130","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC61A2"
"SHC4","SHC Adaptor Protein 4","Protein Coding","Q6S5L8","43","GC15M048823","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHC4"
"SLC35F1","Solute Carrier Family 35 Member F1","Protein Coding","Q5T1Q4","43","GC06P117907","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F1"
"SLC36A4","Solute Carrier Family 36 Member 4","Protein Coding","Q6YBV0","43","GC11M133395","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC36A4"
"SLC45A1","Solute Carrier Family 45 Member 1","Protein Coding","Q9Y2W3","43","GC01P060145","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A1"
"SLC50A1","Solute Carrier Family 50 Member 1","Protein Coding","Q9BRV3","43","GC01P155135","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC50A1"
"SMCR8","SMCR8-C9orf72 Complex Subunit","Protein Coding","Q8TEV9","43","GC17P133013","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMCR8"
"SNUPN","Snurportin 1","Protein Coding","O95149","43","GC15M075598","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNUPN"
"SNX11","Sorting Nexin 11","Protein Coding","Q9Y5W9","43","GC17P048103","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX11"
"SPAG7","Sperm Associated Antigen 7","Protein Coding","O75391","43","GC17M004959","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG7"
"SPATA2","Spermatogenesis Associated 2","Protein Coding","Q9UM82","43","GC20M049903","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA2"
"SRP14","Signal Recognition Particle 14","Protein Coding","P37108","43","GC15M040035","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP14"
"STEEP1","STING1 ER Exit Protein 1","Protein Coding","Q9H5V9","43","GC0XM119540","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEEP1"
"SYNDIG1","Synapse Differentiation Inducing 1","Protein Coding","Q9H7V2","43","GC20P024469","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNDIG1"
"TBCCD1","TBCC Domain Containing 1","Protein Coding","Q9NVR7","43","GC03M186547","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCCD1"
"TEX29","Testis Expressed 29","Protein Coding","Q8N6K0","43","GC13P111316","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX29"
"TIGD2","Tigger Transposable Element Derived 2","Protein Coding","Q4W5G0","43","GC04P089126","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIGD2"
"TMCC1","Transmembrane And Coiled-Coil Domain Family 1","Protein Coding","O94876","43","GC03M129647","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMCC1"
"TMCC2","Transmembrane And Coiled-Coil Domain Family 2","Protein Coding","O75069","43","GC01P205227","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMCC2"
"TMEM184B","Transmembrane Protein 184B","Protein Coding","Q9Y519","43","GC22M083310","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM184B"
"TNP2","Transition Protein 2","Protein Coding","Q05952","43","GC16M011267","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNP2"
"TSPAN3","Tetraspanin 3","Protein Coding","O60637","43","GC15M155656","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN3"
"TXNL4B","Thioredoxin Like 4B","Protein Coding","Q9NX01","43","GC16M072044","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNL4B"
"UMODL1","Uromodulin Like 1","Protein Coding","Q5DID0","43","GC21P042062","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UMODL1"
"UTP3","UTP3 Small Subunit Processome Component","Protein Coding","Q9NQZ2","43","GC04P070688","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP3"
"WBP1L","WW Domain Binding Protein 1 Like","Protein Coding","Q9NX94","43","GC10P102743","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WBP1L"
"WDR3","WD Repeat Domain 3","Protein Coding","Q9UNX4","43","GC01P117929","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR3"
"WDR46","WD Repeat Domain 46","Protein Coding","O15213","43","GC06M033279","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR46"
"ZCCHC12","Zinc Finger CCHC-Type Containing 12","Protein Coding","Q6PEW1","43","GC0XP118823","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCCHC12"
"ZFP64","ZFP64 Zinc Finger Protein","Protein Coding","Q9NTW7","43","GC20M052051","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP64"
"ZHX3","Zinc Fingers And Homeoboxes 3","Protein Coding","Q9H4I2","43","GC20M041178","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZHX3"
"ZKSCAN5","Zinc Finger With KRAB And SCAN Domains 5","Protein Coding","Q9Y2L8","43","GC07P099504","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZKSCAN5"
"ZNF239","Zinc Finger Protein 239","Protein Coding","Q16600","43","GC10M044114","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF239"
"ZNF558","Zinc Finger Protein 558","Protein Coding","Q96NG5","43","GC19M008806","1.42529010772705","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF558"
